mp_id,given_name,family_name,name,photo_url,list,attendance,possible,in_parliament,účasť
1101,Peter,Cseh,Peter Cseh,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1101&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1847,1944,False,95
1095,Vladimír,Zajačik,Vladimír Zajačik,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1095&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4405,5544,False,79
1094,Vojtech,Tóth,Vojtech Tóth,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1094&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4375,5270,False,83
1093,Sebastián,Kozarec,Sebastián Kozarec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1093&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4515,4844,False,93
1092,Richard,Nemec,Richard Nemec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1092&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4698,4976,False,94
1091,György,Gyimesi,György Gyimesi,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1091&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4673,5559,False,84
1090,Marek,Šefčík,Marek Šefčík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1090&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5903,6127,True,96
1089,Radovan,Marcinčin,Radovan Marcinčin,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1089&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5677,6126,True,93
1088,Peter,Pollák,Peter Pollák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1088&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5660,6138,True,92
1080,Kristián,Čekovský,Kristián Čekovský,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1080&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5645,6153,True,92
1079,Peter,Vons,Peter Vons,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1079&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5855,6153,True,95
1078,Milan,Vetrák,Milan Vetrák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1078&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4530,6133,True,74
1076,Jarmila,Vaňová,Jarmila Vaňová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1076&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5370,6153,True,87
1070,Romana,Tabák,Romana Tabák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1070&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5470,6149,True,89
1067,Tomáš,Šudík,Tomáš Šudík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1067&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5575,6153,True,91
1066,Mária,Šofranko,Mária Šofranko,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1066&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5580,5985,True,93
1065,Michal,Šipoš,Michal Šipoš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1065&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5873,6153,True,95
1063,Jaromír,Šíbl,Jaromír Šíbl,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1063&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5605,6149,True,91
1061,Ján,Szőllős,Ján Szőllős,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1061&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5912,6153,True,96
1056,Andrej,Stančík,Andrej Stančík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1056&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4263,4539,True,94
1055,Anna,Remiášová,Anna Remiášová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1055&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5574,6151,True,91
1054,Jozef,Pročko,Jozef Pročko,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1054&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5564,6151,True,90
1053,Milan,Potocký,Milan Potocký,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1053&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5950,6147,True,97
1051,Zita,Pleštinská,Zita Pleštinská,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1051&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5752,6141,True,94
1048,Erik,Ňarjaš,Erik Ňarjaš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1048&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",3624,6147,True,59
1047,Jaroslav,Naď,Jaroslav Naď,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1047&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",398,579,True,69
995,Anna,Andrejuvová,Anna Andrejuvová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=995&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5742,6147,True,93
1044,Marcel,Mihalik,Marcel Mihalik,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1044&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5768,6151,True,94
1041,Jana,Majorová Garstková,Jana Majorová Garstková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1041&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5636,6150,True,92
1046,Roman,Mikulec,Roman Mikulec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1046&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",537,579,True,93
1012,Katarína,Hatráková,Katarína Hatráková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1012&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5347,6147,True,87
861,Richard,Vašečka,Richard Vašečka,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=861&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5708,6145,True,93
863,Ján,Mičovský,Ján Mičovský,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=863&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",3342,4345,True,77
910,Gábor,Grendel,Gábor Grendel,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=910&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5460,6140,True,89
909,Eduard,Heger,Eduard Heger,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=909&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",509,579,True,88
907,Marek,Krajčí,Marek Krajčí,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=907&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",4432,4795,True,92
147,Anna,Záborská,Anna Záborská,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=147&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5338,6149,True,87
808,Igor,Matovič,Igor Matovič,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=808&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",1166,1382,True,84
860,Eva,Horváthová,Eva Horváthová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=860&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",5351,6153,True,87
783,Martin,Fecko,Martin Fecko,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=783&ImageWidth=140,"OĽANO, NOVA, KÚ, ZMENA ZDOLA",3761,4112,True,91
1029,Ľuboš,Krajčír,Ľuboš Krajčír,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1029&ImageWidth=140,SME RODINA,5618,6137,True,92
1039,Patrick,Linhart,Patrick Linhart,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1039&ImageWidth=140,SME RODINA,4303,6153,True,70
1015,Štefan,Holý,Štefan Holý,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1015&ImageWidth=140,SME RODINA,492,579,True,85
1060,Miloš,Svrček,Miloš Svrček,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1060&ImageWidth=140,SME RODINA,5786,6153,True,94
912,Jozef,Lukáč,Jozef Lukáč,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=912&ImageWidth=140,SME RODINA,5459,6153,True,89
917,Boris,Kollár,Boris Kollár,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=917&ImageWidth=140,SME RODINA,4994,6149,True,81
920,Milan,Krajniak,Milan Krajniak,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=920&ImageWidth=140,SME RODINA,707,761,True,93
1017,Jaroslav,Karahuta,Jaroslav Karahuta,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1017&ImageWidth=140,SME RODINA,5595,6153,True,91
922,Petra,Krištúfková,Petra Krištúfková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=922&ImageWidth=140,SME RODINA,5309,6153,True,86
923,Peter,Pčolinský,Peter Pčolinský,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=923&ImageWidth=140,SME RODINA,5512,6153,True,90
1050,Monika,Péter,Monika Péter,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1050&ImageWidth=140,SME RODINA,5781,6153,True,94
924,Zuzana,Šebová,Zuzana Šebová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=924&ImageWidth=140,SME RODINA,5488,6153,True,89
998,Martin,Borguľa,Martin Borguľa,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=998&ImageWidth=140,SME RODINA,5138,6153,True,84
1097,Eva,Hudecová,Eva Hudecová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1097&ImageWidth=140,SME RODINA,4936,5570,False,89
1096,Jozef,Hlinka,Jozef Hlinka,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1096&ImageWidth=140,SME RODINA,4917,5380,False,91
928,Adriana,Pčolinská,Adriana Pčolinská,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=928&ImageWidth=140,SME RODINA,5255,6153,True,85
1018,Igor,Kašper,Igor Kašper,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1018&ImageWidth=140,SME RODINA,5486,6153,True,89
1010,Petra,Hajšelová,Petra Hajšelová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1010&ImageWidth=140,SME RODINA,5669,6153,True,92
927,Ľudovít,Goga,Ľudovít Goga,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=927&ImageWidth=140,SME RODINA,5426,6153,True,88
738,Pavol,Goga,Pavol Goga,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=738&ImageWidth=140,SMER – sociálna demokracia,14,19,False,74
683,Ľubomír,Petrák,Ľubomír Petrák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=683&ImageWidth=140,SMER – sociálna demokracia,817,1360,False,60
322,Dušan,Muňko,Dušan Muňko,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=322&ImageWidth=140,SMER – sociálna demokracia,4857,6131,True,79
818,Mária,Janíková,Mária Janíková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=818&ImageWidth=140,SMER – sociálna demokracia,12,19,False,63
668,Stanislav,Kubánek,Stanislav Kubánek,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=668&ImageWidth=140,SMER – sociálna demokracia,4786,6139,True,78
1087,Zdenko,Svoboda,Zdenko Svoboda,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1087&ImageWidth=140,SMER – sociálna demokracia,19,19,False,100
974,Martin,Nemky,Martin Nemky,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=974&ImageWidth=140,SMER – sociálna demokracia,4007,6132,True,65
814,Branislav,Ondruš,Branislav Ondruš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=814&ImageWidth=140,SMER – sociálna demokracia,19,19,False,100
685,Ján,Podmanický,Ján Podmanický,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=685&ImageWidth=140,SMER – sociálna demokracia,4381,6147,True,71
689,Ján,Richter,Ján Richter,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=689&ImageWidth=140,SMER – sociálna demokracia,5572,6132,True,91
1058,Anton,Stredák,Anton Stredák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1058&ImageWidth=140,SMER – sociálna demokracia,5546,6151,True,90
1081,Ľubica,Laššáková,Ľubica Laššáková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1081&ImageWidth=140,SMER – sociálna demokracia,4523,6105,True,74
769,Peter,Šuca,Peter Šuca,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=769&ImageWidth=140,SMER – sociálna demokracia,5173,6138,True,84
762,Marián,Saloň,Marián Saloň,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=762&ImageWidth=140,SMER – sociálna demokracia,5008,6136,True,82
691,Peter,Žiga,Peter Žiga,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=691&ImageWidth=140,SMER – sociálna demokracia,4156,6134,True,68
1069,Matúš,Šutaj Eštok,Matúš Šutaj Eštok,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1069&ImageWidth=140,SMER – sociálna demokracia,4039,6147,True,66
761,Richard,Raši,Richard Raši,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=761&ImageWidth=140,SMER – sociálna demokracia,4487,6126,True,73
705,Jozef,Valocký,Jozef Valocký,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=705&ImageWidth=140,SMER – sociálna demokracia,5046,6143,True,82
656,Dušan,Galis,Dušan Galis,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=656&ImageWidth=140,SMER – sociálna demokracia,5000,6112,True,82
732,Jana,Vaľová,Jana Vaľová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=732&ImageWidth=140,SMER – sociálna demokracia,4342,6151,True,71
1086,Vladimír,Jánošík,Vladimír Jánošík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1086&ImageWidth=140,SMER – sociálna demokracia,19,19,False,100
1071,Richard,Takáč,Richard Takáč,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1071&ImageWidth=140,SMER – sociálna demokracia,5423,6151,True,88
879,Róbert,Puci,Róbert Puci,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=879&ImageWidth=140,SMER – sociálna demokracia,4524,6153,True,74
871,Vladimír,Baláž,Vladimír Baláž,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=871&ImageWidth=140,SMER – sociálna demokracia,2345,6136,True,38
36,Vladimír,Faič,Vladimír Faič,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=36&ImageWidth=140,SMER – sociálna demokracia,4666,6153,True,76
997,Ján,Blcháč,Ján Blcháč,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=997&ImageWidth=140,SMER – sociálna demokracia,4721,6133,True,77
40,Robert,Fico,Robert Fico,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=40&ImageWidth=140,SMER – sociálna demokracia,4156,6153,True,68
941,Denisa,Saková,Denisa Saková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=941&ImageWidth=140,SMER – sociálna demokracia,4522,6105,True,74
940,Erik,Tomáš,Erik Tomáš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=940&ImageWidth=140,SMER – sociálna demokracia,4932,6149,True,80
1008,Ján,Ferenčák,Ján Ferenčák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1008&ImageWidth=140,SMER – sociálna demokracia,3977,6127,True,65
1009,Jozef,Habánik,Jozef Habánik,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1009&ImageWidth=140,SMER – sociálna demokracia,4411,6116,True,72
61,Dušan,Jarjabek,Dušan Jarjabek,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=61&ImageWidth=140,SMER – sociálna demokracia,5352,6134,True,87
293,Ľubomír,Vážny,Ľubomír Vážny,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=293&ImageWidth=140,SMER – sociálna demokracia,5103,6146,True,83
1023,Peter,Kmec,Peter Kmec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1023&ImageWidth=140,SMER – sociálna demokracia,4446,6153,True,72
